R:A::C:P,0,1 3 5,2,4 6
0,0.022988505747126436,0.01939655172413793,0.005028735632183908,0.005747126436781609
1 3 5,0.09051724137931035,0.17672413793103448,0.04597701149425287,0.10272988505747127
2,0.028017241379310345,0.08836206896551724,0.029454022988505746,0.05172413793103448
4 6,0.040948275862068964,0.1336206896551724,0.040229885057471264,0.11853448275862069
