R:A::C:P,comedy,history,tragedy
comedy,0.7317073170731707,0.0975609756097561,0.17073170731707318
history,0.058823529411764705,0.6470588235294118,0.29411764705882354
tragedy,0.27586206896551724,0.2413793103448276,0.4827586206896552
