R:A::C:P,comedy,history,tragedy
comedy,0.3448275862068966,0.04597701149425287,0.08045977011494253
history,0.011494252873563218,0.12643678160919541,0.05747126436781609
tragedy,0.09195402298850575,0.08045977011494253,0.16091954022988506
