R:A::C:P,0 2 3 6,1,4 5
0 2 3 6,0.6177944862155389,0.49572649572649574,0.6472222222222223
1,0.2568922305764411,0.43162393162393164,0.20833333333333334
4 5,0.12531328320802004,0.07264957264957266,0.14444444444444443
