R:A::C:P,0 1,2 4,3 5,6
0 1,0.6511627906976745,0.20930232558139536,0.13953488372093023,0.0
2 4,0.2903225806451613,0.41935483870967744,0.25806451612903225,0.03225806451612903
3 5,0.125,0.375,0.375,0.125
6,0.0,0.0,1.0,0.0
