R:A::C:P,0 1,2,3 4,5 6
0 1,0.21254801536491677,0.052496798975672214,0.09090909090909091,0.09603072983354674
2,0.06914212548015365,0.03841229193341869,0.06274007682458387,0.0499359795134443
3 4,0.02560819462227913,0.023047375160051217,0.03329065300896287,0.03201024327784891
5 6,0.05505761843790013,0.02176696542893726,0.07042253521126761,0.06658130601792574
