R:A::C:P,0,1 4,2 6,3 5
0,0.08502024291497975,0.04048582995951417,0.02834008097165992,0.016194331983805668
1 4,0.13765182186234817,0.12955465587044535,0.14979757085020243,0.08906882591093117
2 6,0.032388663967611336,0.06072874493927125,0.08097165991902834,0.06882591093117409
3 5,0.008097165991902834,0.008097165991902834,0.032388663967611336,0.032388663967611336
