R:A::C:P,0 1,2,3 4 5 6
0 1,0.5102040816326531,0.17006802721088435,0.3197278911564626
2,0.3333333333333333,0.21621621621621623,0.45045045045045046
3 4 5 6,0.2396694214876033,0.1652892561983471,0.5950413223140496
