R:A::C:P,0 1,2,3 4 5 6
0 1,0.28517110266159695,0.09505703422053231,0.17870722433460076
2,0.07034220532319392,0.045627376425855515,0.09505703422053231
3 4 5 6,0.055133079847908745,0.03802281368821293,0.13688212927756654
