R:A::C:P,0 1,2,3 4,5,6
0 1,0.776595744680851,0.5909090909090909,0.5230769230769231,0.5,0.5357142857142857
2,0.1595744680851064,0.22727272727272727,0.2153846153846154,0.3125,0.35714285714285715
3 4,0.02127659574468085,0.11363636363636363,0.18461538461538463,0.125,0.07142857142857142
5,0.02127659574468085,0.06818181818181818,0.03076923076923077,0.0,0.03571428571428571
6,0.02127659574468085,0.0,0.046153846153846156,0.0625,0.0
