R:A::C:P,0 1,2,3 4,5,6
0 1,0.29554655870445345,0.10526315789473684,0.13765182186234817,0.032388663967611336,0.06072874493927125
2,0.06072874493927125,0.04048582995951417,0.05668016194331984,0.020242914979757085,0.04048582995951417
3 4,0.008097165991902834,0.020242914979757085,0.048582995951417005,0.008097165991902834,0.008097165991902834
5,0.008097165991902834,0.012145748987854251,0.008097165991902834,0.0,0.004048582995951417
6,0.008097165991902834,0.0,0.012145748987854251,0.004048582995951417,0.0
