R:A::C:P,0 3,1 5,2,4 6
0 3,0.3806818181818182,0.2897727272727273,0.125,0.20454545454545456
1 5,0.33962264150943394,0.3165618448637317,0.10272536687631027,0.24109014675052412
2,0.28363636363636363,0.3054545454545455,0.14909090909090908,0.26181818181818184
4 6,0.26939655172413796,0.2543103448275862,0.1206896551724138,0.35560344827586204
