R:A::C:P,0 3 6,1,2 5,4
0 3 6,0.5151515151515151,0.21212121212121213,0.12121212121212122,0.15151515151515152
1,0.3389830508474576,0.3728813559322034,0.22033898305084745,0.06779661016949153
2 5,0.36666666666666664,0.13333333333333333,0.43333333333333335,0.06666666666666667
4,0.5,0.0,0.25,0.25
