R:A::C:P,0,1,2,3,4,5,6
0,0.0,0.4027777777777778,0.11363636363636363,0.0875,0.13846153846153847,0.14285714285714285,0.11363636363636363
1,0.6942148760330579,0.0,0.625,0.3625,0.4307692307692308,0.3392857142857143,0.25
2,0.14049586776859505,0.4305555555555556,0.0,0.3875,0.15384615384615385,0.16071428571428573,0.29545454545454547
3,0.024793388429752067,0.05555555555555555,0.125,0.0,0.03076923076923077,0.14285714285714285,0.13636363636363635
4,0.024793388429752067,0.027777777777777776,0.056818181818181816,0.0125,0.0,0.125,0.13636363636363635
5,0.049586776859504134,0.027777777777777776,0.022727272727272728,0.0875,0.09230769230769231,0.0,0.06818181818181818
6,0.06611570247933884,0.05555555555555555,0.056818181818181816,0.0625,0.15384615384615385,0.08928571428571429,0.0
