R:A::C:P,0,1 2 3,4,5 6
0,0.4857142857142857,0.2571428571428571,0.2,0.05714285714285714
1 2 3,0.1981981981981982,0.6216216216216216,0.08108108108108109,0.0990990990990991
4,0.14285714285714285,0.42857142857142855,0.42857142857142855,0.0
5 6,0.3333333333333333,0.5,0.0,0.16666666666666666
