R:A::C:P,0 5,1 3 4 6,2
0 5,0.10638297872340426,0.08244680851063829,0.015957446808510637
1 3 4 6,0.16489361702127658,0.32978723404255317,0.0851063829787234
2,0.0425531914893617,0.13829787234042554,0.034574468085106384
