R:A::C:P,0,1,2,3,4 5 6
0,0.43243243243243246,0.25675675675675674,0.0945945945945946,0.04054054054054054,0.17567567567567569
1,0.24146981627296588,0.2650918635170604,0.10236220472440945,0.08923884514435695,0.30183727034120733
2,0.14181818181818182,0.18181818181818182,0.14909090909090908,0.14181818181818182,0.38545454545454544
3,0.16666666666666666,0.10784313725490197,0.14705882352941177,0.14705882352941177,0.43137254901960786
4 5 6,0.13214285714285715,0.09464285714285714,0.11785714285714285,0.15535714285714286,0.5
