R:A::C:P,0 4 6,1,2,3 5
0 4 6,0.453125,0.17857142857142858,0.12,0.16666666666666666
1,0.375,0.6428571428571429,0.44,0.40476190476190477
2,0.109375,0.14285714285714285,0.32,0.35714285714285715
3 5,0.0625,0.03571428571428571,0.12,0.07142857142857142
