R:A::C:P,0,1,2 4 6,3 5
0,0.48148148148148145,0.25925925925925924,0.18518518518518517,0.07407407407407407
1,0.23728813559322035,0.3728813559322034,0.22033898305084745,0.1694915254237288
2 4 6,0.15625,0.125,0.4375,0.28125
3 5,0.125,0.0,0.5,0.375
