R:A::C:P,0,1 4,2,3 6,5
0,0.5,0.23809523809523808,0.09523809523809523,0.14285714285714285,0.023809523809523808
1 4,0.272,0.256,0.192,0.224,0.056
2,0.12962962962962962,0.25925925925925924,0.18518518518518517,0.3333333333333333,0.09259259259259259
3 6,0.05555555555555555,0.16666666666666666,0.16666666666666666,0.4444444444444444,0.16666666666666666
5,0.25,0.0,0.375,0.375,0.0
