R:A::C:P,0 1,2,3,4 5,6
0 1,0.75,0.49019607843137253,0.5405405405405406,0.45121951219512196,0.5555555555555556
2,0.17763157894736842,0.2549019607843137,0.21621621621621623,0.2073170731707317,0.2962962962962963
3,0.013157894736842105,0.11764705882352941,0.08108108108108109,0.10975609756097561,0.037037037037037035
4 5,0.039473684210526314,0.0784313725490196,0.13513513513513514,0.13414634146341464,0.09259259259259259
6,0.019736842105263157,0.058823529411764705,0.02702702702702703,0.0975609756097561,0.018518518518518517
