R:A::C:P,0 6,1,2,3 5,4
0 6,0.37831858407079644,0.23504273504273504,0.27976190476190477,0.3764367816091954,0.32105263157894737
1,0.2920353982300885,0.43162393162393164,0.23214285714285715,0.16954022988505746,0.2631578947368421
2,0.17035398230088494,0.21367521367521367,0.24404761904761904,0.20977011494252873,0.17894736842105263
3 5,0.12831858407079647,0.09829059829059829,0.1488095238095238,0.1810344827586207,0.15263157894736842
4,0.030973451327433628,0.021367521367521368,0.09523809523809523,0.06321839080459771,0.08421052631578947
