R:A::C:P,0 1 4,2 5,3 6
0 1 4,0.8461538461538461,0.5483870967741935,0.4117647058823529
2 5,0.14102564102564102,0.41935483870967744,0.35294117647058826
3 6,0.01282051282051282,0.03225806451612903,0.23529411764705882
