R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.44648318042813456,0.4418604651162791,0.5,0.49019607843137253
1,0.4434250764525994,0.5,0.3064516129032258,0.37254901960784315
3,0.0581039755351682,0.03488372093023256,0.08064516129032258,0.13725490196078433
5,0.05198776758409786,0.023255813953488372,0.11290322580645161,0.0
