R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.27756653992395436,0.07224334600760456,0.058935361216730035,0.04752851711026616
1,0.27566539923954375,0.0817490494296578,0.03612167300380228,0.03612167300380228
3,0.03612167300380228,0.005703422053231939,0.009505703422053232,0.013307984790874524
5,0.03231939163498099,0.0038022813688212928,0.013307984790874524,0.0
