R:A::C:P,0 2 4 6,1,3,5
0 2 4 6,0.6083333333333333,0.15833333333333333,0.12916666666666668,0.10416666666666667
1,0.6415929203539823,0.1902654867256637,0.084070796460177,0.084070796460177
3,0.5588235294117647,0.08823529411764706,0.14705882352941177,0.20588235294117646
5,0.6538461538461539,0.07692307692307693,0.2692307692307692,0.0
