R:A::C:P,0 5,1 4,2 3 6
0 5,0.3923076923076923,0.3153846153846154,0.2923076923076923
1 4,0.3166144200626959,0.3166144200626959,0.3667711598746082
2 3 6,0.25903614457831325,0.33433734939759036,0.4066265060240964
