R:A::C:P,0,1 4,2 6,3 5
0,0.07446808510638298,0.0398936170212766,0.023936170212765957,0.02127659574468085
1 4,0.13031914893617022,0.15691489361702127,0.13297872340425532,0.05851063829787234
2 6,0.02925531914893617,0.09308510638297872,0.08776595744680851,0.047872340425531915
3 5,0.013297872340425532,0.018617021276595744,0.034574468085106384,0.03723404255319149
