R:A::C:P,0 3,1,2 4,5 6
0 3,0.28,0.20689655172413793,0.17567567567567569,0.1590909090909091
1,0.46,0.4827586206896552,0.47297297297297297,0.4318181818181818
2 4,0.18,0.27586206896551724,0.3108108108108108,0.36363636363636365
5 6,0.08,0.034482758620689655,0.04054054054054054,0.045454545454545456
