R:A::C:P,0,1 5,2,3,4 6
0,0.2153846153846154,0.12408759124087591,0.10638297872340426,0.0967741935483871,0.06796116504854369
1 5,0.5615384615384615,0.46715328467153283,0.44680851063829785,0.41935483870967744,0.4563106796116505
2,0.13076923076923078,0.2116788321167883,0.2553191489361702,0.3387096774193548,0.1941747572815534
3,0.023076923076923078,0.072992700729927,0.09574468085106383,0.08064516129032258,0.06796116504854369
4 6,0.06923076923076923,0.12408759124087591,0.09574468085106383,0.06451612903225806,0.21359223300970873
