R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.6875,0.10416666666666667,0.08333333333333333,0.125
1,0.4142857142857143,0.2571428571428571,0.15714285714285714,0.17142857142857143
2,0.3235294117647059,0.11764705882352941,0.23529411764705882,0.3235294117647059
3,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.2857142857142857
