R:A::C:P,0 4 5 6,1,2,3
0 4 5 6,0.44,0.17857142857142858,0.16,0.1935483870967742
1,0.38666666666666666,0.6428571428571429,0.44,0.3870967741935484
2,0.14666666666666667,0.14285714285714285,0.32,0.3548387096774194
3,0.02666666666666667,0.03571428571428571,0.08,0.06451612903225806
