R:A::C:P,0 1 2,3 4,5 6
0 1 2,0.6444444444444445,0.21728395061728395,0.1382716049382716
3 4,0.43103448275862066,0.13793103448275862,0.43103448275862066
5 6,0.38095238095238093,0.38095238095238093,0.23809523809523808
