R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.6216730038022814,0.08365019011406843,0.12927756653992395
4,0.02091254752851711,0.0,0.024714828897338403
5 6,0.06463878326996197,0.026615969581749048,0.028517110266159697
