R:A::C:P,0 1 2 3,4,5 6
0 1 2 3,0.8790322580645161,0.7586206896551724,0.7083333333333334
4,0.02956989247311828,0.0,0.13541666666666666
5 6,0.0913978494623656,0.2413793103448276,0.15625
