                               Overall Accuracy:                                

                      Grouping  Overall    Average    F1 Score     MCC    
                    0126-3-4-5   55.06%     30.08%     27.35%     5.81%   
                    0123-4-5-6   53.39%     30.18%     28.45%     7.38%   
                    0125-3-4-6   53.27%     29.30%     27.64%     5.79%   
                    0124-3-5-6   52.88%     30.25%     28.85%     6.73%   
                    0-1236-4-5   51.73%     32.41%     28.94%     8.44%   
                    0-1256-3-4   50.96%     31.36%     27.91%     6.01%   
                    0-1246-3-5   50.70%     32.28%     29.16%     6.93%   
                    0-1235-4-6   49.30%     31.34%     28.94%     7.29%   
                    0156-2-3-4   48.91%     29.50%     27.81%     6.24%   
                    0146-2-3-5   48.66%     30.51%     29.06%     7.32%   
                    0136-2-4-5   48.53%     30.19%     28.42%     7.09%   
                    0-1234-5-6   47.89%     31.88%     29.73%     7.00%   
                    0-1245-3-6   47.76%     31.02%     28.93%     5.52%   
                    012-3-46-5   46.48%     32.18%     30.21%     9.45%   
                    012-3-4-56   45.97%     30.63%     28.70%     7.95%   
                    012-36-4-5   45.71%     30.95%     28.94%     8.16%   
                    012-3-45-6   45.20%     31.60%     29.21%     8.79%   
                    0135-2-4-6   45.20%     28.96%     27.99%     5.70%   
                    0-1356-2-4   44.94%     31.36%     28.96%     7.29%   
                    012-35-4-6   44.94%     30.62%     28.53%     7.98%   
                    0145-2-3-6   44.81%     29.09%     28.41%     5.53%   
                    012-34-5-6   44.30%     30.29%     28.45%     7.69%   
                    0-1456-2-3   44.05%     31.24%     29.16%     6.41%   
                    016-24-3-5   44.05%     31.78%     30.36%     9.16%   
                    016-23-4-5   43.92%     31.47%     29.79%     8.91%   
                    0134-2-5-6   43.79%     29.49%     28.72%     5.67%   
                    0-1346-2-5   43.66%     31.91%     29.74%     7.20%   
                    016-25-3-4   43.66%     30.56%     28.96%     7.92%   
                    0-123-46-5   42.64%     34.00%     31.22%     10.38%  
                    04-126-3-5   42.25%     32.27%     28.18%     7.65%   
                    0-123-4-56   42.13%     32.45%     29.71%     8.88%   
                    0-126-3-45   42.00%     33.32%     28.91%     8.45%   
                    01-246-3-5   41.87%     32.42%     31.18%     10.10%  
                    016-2-3-45   41.87%     31.84%     29.51%     9.07%   
                    05-126-3-4   41.87%     30.36%     26.83%     6.02%   
                    0-126-35-4   41.74%     32.34%     28.22%     7.64%   
                    0-1-2456-3   41.61%     33.38%     31.08%     10.69%  
                    0-125-3-46   41.61%     32.82%     30.02%     8.18%   
                    016-2-35-4   41.61%     30.87%     28.82%     8.27%   
                    04-123-5-6   41.61%     32.37%     29.50%     8.91%   
                    015-24-3-6   41.49%     30.62%     30.04%     7.88%   
                    0-123-45-6   41.36%     33.42%     30.22%     9.71%   
                    01-245-3-6   41.36%     32.34%     31.68%     10.75%  
                    013-24-5-6   41.36%     31.37%     30.71%     8.76%   
                    015-23-4-6   41.36%     30.30%     29.47%     7.63%   
                    06-123-4-5   41.36%     29.84%     27.70%     6.24%   
                    05-123-4-6   41.23%     30.46%     28.14%     7.28%   
                    0-126-34-5   41.10%     32.01%     28.14%     7.36%   
                    01-235-4-6   40.97%     31.76%     30.90%     10.10%  
                    01-236-4-5   40.97%     31.67%     30.09%     9.06%   
                    01-256-3-4   40.97%     30.92%     29.42%     8.20%   
                    013-25-4-6   40.97%     30.15%     29.31%     7.52%   
                    016-2-34-5   40.97%     30.53%     28.74%     7.98%   
                    03-126-4-5   40.97%     29.65%     26.36%     5.28%   
                    0-125-36-4   40.85%     31.59%     28.75%     6.89%   
                    0246-1-3-5   40.85%     30.48%     28.79%     6.76%   
                    0-1-2346-5   40.72%     33.74%     31.36%     10.79%  
                    01-234-5-6   40.72%     32.66%     31.92%     10.89%  
                    014-23-5-6   40.59%     31.01%     30.38%     8.03%   
                    015-2-3-46   40.59%     31.26%     30.19%     8.46%   
