R:A::C:P,0 2 3,1,4,5 6
0 2 3,0.631578947368421,0.13157894736842105,0.13157894736842105,0.10526315789473684
1,0.5857142857142857,0.2571428571428571,0.08571428571428572,0.07142857142857142
4,0.5714285714285714,0.0,0.42857142857142855,0.0
5 6,0.8333333333333334,0.0,0.0,0.16666666666666666
