R:A::C:P,0,1 2 4 6,3 5
0,0.3010752688172043,0.1085972850678733,0.12903225806451613
1 2 4 6,0.6451612903225806,0.8009049773755657,0.6451612903225806
3 5,0.053763440860215055,0.09049773755656108,0.22580645161290322
