R:A::C:P,0,1 2,3,4,5 6
0,0.12598425196850394,0.06467661691542288,0.016853932584269662,0.031578947368421054,0.019021739130434784
1 2,0.515748031496063,0.5746268656716418,0.4101123595505618,0.4421052631578947,0.37228260869565216
3,0.06692913385826772,0.06467661691542288,0.08426966292134831,0.07894736842105263,0.07880434782608696
4,0.031496062992125984,0.05223880597014925,0.07303370786516854,0.08421052631578947,0.04076086956521739
5 6,0.25984251968503935,0.24378109452736318,0.4157303370786517,0.3631578947368421,0.4891304347826087
