R:A::C:P,0,1,2 4 6,3 5
0,0.16911764705882354,0.08843537414965986,0.07641196013289037,0.07106598984771574
1,0.4411764705882353,0.47619047619047616,0.3089700996677741,0.2893401015228426
2 4 6,0.3088235294117647,0.3333333333333333,0.46511627906976744,0.45685279187817257
3 5,0.08088235294117647,0.10204081632653061,0.14950166112956811,0.18274111675126903
