R:A::C:P,0,1,2 4 6,3 5
0,0.3150684931506849,0.1780821917808219,0.3150684931506849,0.1917808219178082
1,0.21428571428571427,0.25,0.33214285714285713,0.20357142857142857
2 4 6,0.1308411214953271,0.1526479750778816,0.43613707165109034,0.2803738317757009
3 5,0.102803738317757,0.14018691588785046,0.4205607476635514,0.3364485981308411
