R:A::C:P,0 2,1 4 5,3,6
0 2,0.4626865671641791,0.39655172413793105,0.41935483870967744,0.6666666666666666
1 4 5,0.4925373134328358,0.5517241379310345,0.4838709677419355,0.3333333333333333
3,0.029850746268656716,0.05172413793103448,0.06451612903225806,0.0
6,0.014925373134328358,0.0,0.03225806451612903,0.0
