R:A::C:P,0,1 5 6,2 3,4
0,0.12598425196850394,0.04318936877076412,0.028901734104046242,0.031578947368421054
1 5 6,0.6220472440944882,0.654485049833887,0.569364161849711,0.6263157894736842
2 3,0.2204724409448819,0.2691029900332226,0.3179190751445087,0.2578947368421053
4,0.031496062992125984,0.03322259136212625,0.0838150289017341,0.08421052631578947
