R:A::C:P,0,1,2,3,4,5 6
0,0.2153846153846154,0.13953488372093023,0.10638297872340426,0.0967741935483871,0.08620689655172414,0.07291666666666667
1,0.5153846153846153,0.5,0.425531914893617,0.3064516129032258,0.46551724137931033,0.3125
2,0.13076923076923078,0.23255813953488372,0.2553191489361702,0.3387096774193548,0.1724137931034483,0.19791666666666666
3,0.023076923076923078,0.03488372093023256,0.09574468085106383,0.08064516129032258,0.034482758620689655,0.125
4,0.023076923076923078,0.023255813953488372,0.05319148936170213,0.016129032258064516,0.0,0.13541666666666666
5 6,0.09230769230769231,0.06976744186046512,0.06382978723404255,0.16129032258064516,0.2413793103448276,0.15625
