R:A::C:P,0,1 2,3,4 5,6
0,0.029449423815621,0.024327784891165175,0.006402048655569782,0.026888604353393086,0.006402048655569782
1 2,0.10627400768245839,0.21254801536491677,0.07042253521126761,0.12804097311139565,0.06145966709346991
3,0.005121638924455826,0.02176696542893726,0.011523687580025609,0.01792573623559539,0.0076824583866837385
4 5,0.01792573623559539,0.028169014084507043,0.014084507042253521,0.046094750320102434,0.016645326504481434
6,0.015364916773367477,0.03713188220230474,0.019206145966709345,0.04737516005121639,0.02176696542893726
