R:A::C:P,0 4 5,1 2,3
0 4 5,0.4230769230769231,0.23255813953488372,0.09090909090909091
1 2,0.5769230769230769,0.6976744186046512,0.9090909090909091
3,0.0,0.06976744186046512,0.0
