R:A::C:P,0 1 2 6,3 5,4
0 1 2 6,0.8348946135831382,0.7557471264367817,0.7631578947368421
3 5,0.12412177985948478,0.1810344827586207,0.15263157894736842
4,0.040983606557377046,0.06321839080459771,0.08421052631578947
