R:A::C:P,0,1 2,3,4,5 6
0,0.3230769230769231,0.1232876712328767,0.08571428571428572,0.16666666666666666,0.09090909090909091
1 2,0.6153846153846154,0.7397260273972602,0.6,0.6333333333333333,0.7727272727272727
3,0.0,0.0547945205479452,0.11428571428571428,0.03333333333333333,0.06818181818181818
4,0.015384615384615385,0.0273972602739726,0.05714285714285714,0.16666666666666666,0.022727272727272728
5 6,0.046153846153846156,0.0547945205479452,0.14285714285714285,0.0,0.045454545454545456
