R:A::C:P,0,1,2,3,4,5 6
0,0.4117647058823529,0.17647058823529413,0.14705882352941177,0.08823529411764706,0.07352941176470588,0.10294117647058823
1,0.29646017699115046,0.1902654867256637,0.17699115044247787,0.084070796460177,0.11946902654867257,0.13274336283185842
2,0.15315315315315314,0.18018018018018017,0.21621621621621623,0.1891891891891892,0.09009009009009009,0.17117117117117117
3,0.08823529411764706,0.08823529411764706,0.2647058823529412,0.14705882352941177,0.058823529411764705,0.35294117647058826
4,0.125,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.0,0.5416666666666666
5 6,0.19047619047619047,0.09523809523809523,0.09523809523809523,0.15873015873015872,0.2222222222222222,0.23809523809523808
