R:A::C:P,0,1,2,3 4,5 6
0,0.029449423815621,0.016645326504481434,0.0076824583866837385,0.02176696542893726,0.01792573623559539
1,0.07682458386683738,0.08962868117797695,0.04481434058898848,0.06914212548015365,0.07810499359795134
2,0.029449423815621,0.03969270166453265,0.03841229193341869,0.06274007682458387,0.0499359795134443
3 4,0.014084507042253521,0.011523687580025609,0.023047375160051217,0.03329065300896287,0.03201024327784891
5 6,0.024327784891165175,0.030729833546734954,0.02176696542893726,0.07042253521126761,0.06658130601792574
