R:A::C:P,0,1 5,2 4 6,3
0,0.07446808510638298,0.034574468085106384,0.0425531914893617,0.007978723404255319
1 5,0.1356382978723404,0.10106382978723404,0.19414893617021275,0.05585106382978723
2 4 6,0.034574468085106384,0.07446808510638298,0.1595744680851064,0.026595744680851064
3,0.0026595744680851063,0.013297872340425532,0.034574468085106384,0.007978723404255319
