R:A::C:P,0 3,1,2 6,4 5
0 3,0.28,0.20689655172413793,0.1527777777777778,0.1956521739130435
1,0.46,0.4827586206896552,0.4722222222222222,0.43478260869565216
2 6,0.19,0.3103448275862069,0.2777777777777778,0.2608695652173913
4 5,0.07,0.0,0.09722222222222222,0.10869565217391304
