R:A::C:P,0 1 5 6,2 3,4
0 1 5 6,0.6461538461538462,0.2230769230769231,0.13076923076923078
2 3,0.536036036036036,0.32432432432432434,0.13963963963963963
4,0.48717948717948717,0.3333333333333333,0.1794871794871795
