R:A::C:P,0 1,2,3 4 6,5
0 1,0.776595744680851,0.5909090909090909,0.5268817204301075,0.5
2,0.1595744680851064,0.22727272727272727,0.25806451612903225,0.3125
3 4 6,0.0425531914893617,0.11363636363636363,0.1827956989247312,0.1875
5,0.02127659574468085,0.06818181818181818,0.03225806451612903,0.0
