R:A::C:P,0 6,1,2,3,4,5
0 6,0.12284482758620689,0.039511494252873564,0.033764367816091954,0.041666666666666664,0.04382183908045977,0.05244252873563218
1,0.09482758620689655,0.07255747126436782,0.028017241379310345,0.02442528735632184,0.035919540229885055,0.017959770114942528
2,0.05531609195402299,0.035919540229885055,0.029454022988505746,0.028017241379310345,0.02442528735632184,0.02442528735632184
3,0.021551724137931036,0.007902298850574713,0.010775862068965518,0.010775862068965518,0.010775862068965518,0.011494252873563218
4,0.010057471264367816,0.0035919540229885057,0.011494252873563218,0.009339080459770116,0.011494252873563218,0.00646551724137931
5,0.020114942528735632,0.008620689655172414,0.007183908045977011,0.013649425287356323,0.010057471264367816,0.009339080459770116
