R:A::C:P,0 3 5,1 2,4,6
0 3 5,0.5036764705882353,0.27205882352941174,0.12867647058823528,0.09558823529411764
1 2,0.4009146341463415,0.3521341463414634,0.12804878048780488,0.11890243902439024
4,0.410958904109589,0.2876712328767123,0.2191780821917808,0.0821917808219178
6,0.4398976982097187,0.19437340153452684,0.14066496163682865,0.22506393861892582
