R:A::C:P,0,1,2,3,4,5,6,7
0,0,18,10,7,7,7,3,16
1,53,0,51,29,28,18,11,36
2,11,29,0,30,10,9,12,10
3,2,4,10,0,2,8,5,3
4,3,2,5,1,0,7,6,0
5,6,2,2,7,6,0,3,0
6,5,3,5,5,10,5,0,4
7,5,1,0,0,1,0,0,0
