R:A::C:P,0,1,2,3,4,5,6,7
0,0.0,0.2647058823529412,0.14705882352941177,0.10294117647058823,0.10294117647058823,0.10294117647058823,0.04411764705882353,0.23529411764705882
1,0.2345132743362832,0.0,0.22566371681415928,0.12831858407079647,0.12389380530973451,0.07964601769911504,0.048672566371681415,0.1592920353982301
2,0.0990990990990991,0.26126126126126126,0.0,0.2702702702702703,0.09009009009009009,0.08108108108108109,0.10810810810810811,0.09009009009009009
3,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.0,0.058823529411764705,0.23529411764705882,0.14705882352941177,0.08823529411764706
4,0.125,0.08333333333333333,0.20833333333333334,0.041666666666666664,0.0,0.2916666666666667,0.25,0.0
5,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.2692307692307692,0.23076923076923078,0.0,0.11538461538461539,0.0
6,0.13513513513513514,0.08108108108108109,0.13513513513513514,0.13513513513513514,0.2702702702702703,0.13513513513513514,0.0,0.10810810810810811
7,0.7142857142857143,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0
