R:A::C:P,0 6,1,2 3,4,5
0 6,0.41904761904761906,0.1523809523809524,0.21904761904761905,0.12380952380952381,0.08571428571428572
1,0.34513274336283184,0.1902654867256637,0.2610619469026549,0.11946902654867257,0.084070796460177
2 3,0.2413793103448276,0.15862068965517243,0.4068965517241379,0.08275862068965517,0.1103448275862069
4,0.375,0.08333333333333333,0.25,0.0,0.2916666666666667
5,0.34615384615384615,0.07692307692307693,0.34615384615384615,0.23076923076923078,0.0
