R:A::C:P,0,1,2,3,4,5,6,7,p
0,0,10,4,3,5,1,4,10,5
1,27,0,20,13,11,8,11,9,15
2,4,10,0,11,6,6,10,2,5
3,0,0,3,0,2,2,1,0,4
4,1,0,2,3,0,0,1,1,3
5,1,0,3,2,0,0,1,1,0
6,1,0,0,3,0,1,0,1,0
7,4,0,0,0,0,0,0,0,0
p,4,0,1,3,2,0,1,0,0
