R:A::C:P,0,1 4,2 3 5 6
0,0.12598425196850394,0.0589622641509434,0.023809523809523808
1 4,0.3937007874015748,0.4056603773584906,0.2549019607843137
2 3 5 6,0.48031496062992124,0.535377358490566,0.7212885154061625
