R:A::C:P,0 5,1,2 6,3,4
0 5,0.48,0.1,0.22,0.1,0.1
1,0.3508771929824561,0.12280701754385964,0.2982456140350877,0.11403508771929824,0.11403508771929824
2 6,0.23333333333333334,0.15,0.3333333333333333,0.18333333333333332,0.1
3,0.16666666666666666,0.08333333333333333,0.3333333333333333,0.3333333333333333,0.08333333333333333
4,0.09090909090909091,0.0,0.2727272727272727,0.18181818181818182,0.45454545454545453
