R:A::C:P,0,1 2,3 5,4,6
0,0.022988505747126436,0.01867816091954023,0.005747126436781609,0.004310344827586207,0.0014367816091954023
1 2,0.09410919540229885,0.16594827586206898,0.09482758620689655,0.0603448275862069,0.05603448275862069
3 5,0.02442528735632184,0.034482758620689655,0.04525862068965517,0.020833333333333332,0.017241379310344827
4,0.005747126436781609,0.015086206896551725,0.015804597701149427,0.011494252873563218,0.004310344827586207
6,0.035201149425287355,0.05459770114942529,0.08836206896551724,0.039511494252873564,0.06321839080459771
