R:A::C:P,0,1 2,3 5,4,6
0,0.43243243243243246,0.35135135135135137,0.10810810810810811,0.08108108108108109,0.02702702702702703
1 2,0.19969512195121952,0.3521341463414634,0.20121951219512196,0.12804878048780488,0.11890243902439024
3 5,0.1717171717171717,0.24242424242424243,0.3181818181818182,0.14646464646464646,0.12121212121212122
4,0.1095890410958904,0.2876712328767123,0.3013698630136986,0.2191780821917808,0.0821917808219178
6,0.12531969309462915,0.19437340153452684,0.3145780051150895,0.14066496163682865,0.22506393861892582
